ROUTENAME,Place,Place_KR,Latitude,Longitude
"Full-Day Traditional Healing Tour in Naju Korea, KTourTOP10",Jeollanamdo Forest Resources Institute,Jeollanamdo Forest Resources Institute,,
"Full-Day Traditional Healing Tour in Naju Korea, KTourTOP10", Naju, Naju,35.0158859,126.7108313
"Full-Day Traditional Healing Tour in Naju Korea, KTourTOP10", Munpyeong-myeon, Munpyeong-myeon,35.0628,126.6237
Beautiful Palaces of Seoul Private Tour: Dynasties & History,Deoksugung,Deoksugung,37.56616675,126.9751703131227
Beautiful Palaces of Seoul Private Tour: Dynasties & History, Gyeongbokgung Palace, Gyeongbokgung Palace,37.57975395,126.97668069886859
Beautiful Palaces of Seoul Private Tour: Dynasties & History, Jeongdong Observatory, Jeongdong Observatory,,
Chuncheon Taxi Tour 3Hours,구봉산,구봉산,36.3416165,128.690018
Chuncheon Taxi Tour 3Hours, Sinbuk-eup, Sinbuk-eup,37.9534436,127.7458959
Busan's top 5 tourist attractions one day & night tour,Haedong Yonggungsa,Haedong Yonggungsa,35.18843345,129.22297635991998
Busan's top 5 tourist attractions one day & night tour, Oryukdo Skywalk, Oryukdo Skywalk,35.1005721,129.1247309
Busan's top 5 tourist attractions one day & night tour, Taejongdae, Taejongdae,35.05850995,129.0876858033858
Busan's top 5 tourist attractions one day & night tour, The Bay 101 Yacht Club, The Bay 101 Yacht Club,-28.7913952,32.0829878
Full-Day Jinhae Cherry Blossom festival Private tour,Gyeonghwa Station Cherry Blossom Road,Gyeonghwa Station Cherry Blossom Road,,
Full-Day Jinhae Cherry Blossom festival Private tour, Anmingogae Pass, Anmingogae Pass,,
Full-Day Jinhae Cherry Blossom festival Private tour, Jehwangsan Park, Jehwangsan Park,35.148443,128.6650079
Full-Day Jinhae Cherry Blossom festival Private tour, Naval Academy, Naval Academy,38.9844493,-76.4856605
Full-Day Jinhae Cherry Blossom festival Private tour, Yeojwacheon Stream, Yeojwacheon Stream,35.1639458,128.6605373
Full-Day Jinhae Cherry Blossom festival Private tour, Jangboksan Sculpture Park, Jangboksan Sculpture Park,35.1722281,128.6569947
Full-Day Jinhae Cherry Blossom festival Private tour, Busan, Busan,35.1799528,129.0752365
Full-Day Jinhae Cherry Blossom festival Private tour, Gyeonghwa Station Cherry Blossom Road, Gyeonghwa Station Cherry Blossom Road,,
Full-Day Jinhae Cherry Blossom festival Private tour, Anmingogae Pass, Anmingogae Pass,,
Full-Day Jinhae Cherry Blossom festival Private tour, Jehwangsan Park, Jehwangsan Park,35.148443,128.6650079
Full-Day Jinhae Cherry Blossom festival Private tour, Naval Academy, Naval Academy,38.9844493,-76.4856605
Full-Day Jinhae Cherry Blossom festival Private tour, Yeojwacheon Stream, Yeojwacheon Stream,35.1639458,128.6605373
Full-Day Jinhae Cherry Blossom festival Private tour, Jangboksan Sculpture Park, Jangboksan Sculpture Park,35.1722281,128.6569947
Full-Day Jinhae Cherry Blossom festival Private tour, Busan, Busan,35.1799528,129.0752365
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour",Seomjingang River,Seomjingang River,35.027829,127.7792923
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", Hwagae Market, Hwagae Market,35.1869129,127.6246675
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", Ssanggyesa Temple, Ssanggyesa Temple,36.1057909,127.2061927
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", 도심다원, 도심다원,,
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", Gwangyang Maehwa Village, Gwangyang Maehwa Village,,
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", 광양 불고기 특화거리, 광양 불고기 특화거리,,
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", Busan, Busan,35.1799528,129.0752365
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", Seomjingang River, Seomjingang River,35.027829,127.7792923
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", Hwagae Market, Hwagae Market,35.1869129,127.6246675
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", Ssanggyesa Temple, Ssanggyesa Temple,36.1057909,127.2061927
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", 도심다원, 도심다원,,
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", Gwangyang Maehwa Village, Gwangyang Maehwa Village,,
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", 광양 불고기 특화거리, 광양 불고기 특화거리,,
"Full-day Hadong, Gwangyang, Cherry blossom, Green Tea Fields Private Tour", Busan, Busan,35.1799528,129.0752365
Pocheon Korean Traditional Wine and Art Valley Tour,Pocheon Art Valley,Pocheon Art Valley,37.9231386,127.2372216
Pocheon Korean Traditional Wine and Art Valley Tour, Traditional Liquor Museum Sansawon, Traditional Liquor Museum Sansawon,,
Full Day Tour at Incheon Gangwha Island,Gyodong Daeryong Market,Gyodong Daeryong Market,37.7822963,126.280681
Full Day Tour at Incheon Gangwha Island, Ganghwa Peace Observatory, Ganghwa Peace Observatory,37.82637,126.432923
Full Day Tour at Incheon Gangwha Island, Joyang Textile, Joyang Textile,,
Full Day Tour at Incheon Gangwha Island, Sochang Cheheomgwan, Sochang Cheheomgwan,,
Full Day Tour at Incheon Gangwha Island, Gyodong Daeryong Market, Gyodong Daeryong Market,37.7822963,126.280681
Full Day Tour at Incheon Gangwha Island, Ganghwa Peace Observatory, Ganghwa Peace Observatory,37.82637,126.432923
Full Day Tour at Incheon Gangwha Island, Joyang Textile, Joyang Textile,,
Full Day Tour at Incheon Gangwha Island, Sochang Cheheomgwan, Sochang Cheheomgwan,,
BTS Live Virtual Tour of Seoul with Local Guide,Gwanghwamun Square,Gwanghwamun Square,37.572834,126.97661182482987
BTS Live Virtual Tour of Seoul with Local Guide, Gyeongbokgung Palace, Gyeongbokgung Palace,37.57975395,126.97668069886859
BTS Live Virtual Tour of Seoul with Local Guide, Cheongwadae Sarangchae, Cheongwadae Sarangchae,37.58213385,126.97310963760862
BTS Live Virtual Tour of Seoul with Local Guide, Tongin Market, Tongin Market,37.580755249999996,126.96999630272558
BTS Live Virtual Tour of Seoul with Local Guide, Dae Oh Bookstore, Dae Oh Bookstore,,
BTS Live Virtual Tour of Seoul with Local Guide, 대선칼국수, 대선칼국수,,
BTS Live Virtual Tour of Seoul with Local Guide, Gwanghwamun Square, Gwanghwamun Square,37.572834,126.97661182482987
BTS Live Virtual Tour of Seoul with Local Guide, Gyeongbokgung Palace, Gyeongbokgung Palace,37.57975395,126.97668069886859
BTS Live Virtual Tour of Seoul with Local Guide, Cheongwadae Sarangchae, Cheongwadae Sarangchae,37.58213385,126.97310963760862
BTS Live Virtual Tour of Seoul with Local Guide, Tongin Market, Tongin Market,37.580755249999996,126.96999630272558
BTS Live Virtual Tour of Seoul with Local Guide, Dae Oh Bookstore, Dae Oh Bookstore,,
BTS Live Virtual Tour of Seoul with Local Guide, 대선칼국수, 대선칼국수,,
Self-Guided Tour in Yangyang,Naksansa Temple,Naksansa Temple,,
Self-Guided Tour in Yangyang, Yangyang Surfyy Beach, Yangyang Surfyy Beach,,
Self-Guided Tour in Yangyang, Hajodae, Hajodae,38.0186072,128.7235031
Self-Guided Tour in Yangyang, Nonhwa-ri, Nonhwa-ri,38.06713,128.55819
Full-day Seoul City Tour with Traditional Costume,Bukchon Hanok Village,Bukchon Hanok Village,37.5823919,126.9858648
Full-day Seoul City Tour with Traditional Costume, Jogyesa Temple, Jogyesa Temple,37.5741432,126.98191198171496
Full-day Seoul City Tour with Traditional Costume, Gyeongbokgung Palace, Gyeongbokgung Palace,37.57975395,126.97668069886859
Full-day Seoul City Tour with Traditional Costume, The Blue House (Cheong Wa Dae), The Blue House (Cheong Wa Dae),,
Full-day Seoul City Tour with Traditional Costume, Insadong, Insadong,49.2457299,-122.891401
Full-day Seoul City Tour with Traditional Costume, Namsan Park, Namsan Park,36.76791565,126.98719218462185
Full-day Seoul City Tour with Traditional Costume, N Seoul Tower, N Seoul Tower,37.55127,126.9882805
Full-day Seoul City Tour with Traditional Costume, Gwangjang Market, Gwangjang Market,37.57018895,126.99949953193749
Full-day Seoul City Tour with Traditional Costume, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
Full-day Seoul City Tour with Traditional Costume, Jogyesa Temple, Jogyesa Temple,37.5741432,126.98191198171496
Full-day Seoul City Tour with Traditional Costume, Gyeongbokgung Palace, Gyeongbokgung Palace,37.57975395,126.97668069886859
Full-day Seoul City Tour with Traditional Costume, The Blue House (Cheong Wa Dae), The Blue House (Cheong Wa Dae),,
Full-day Seoul City Tour with Traditional Costume, Insadong, Insadong,49.2457299,-122.891401
Full-day Seoul City Tour with Traditional Costume, Namsan Park, Namsan Park,36.76791565,126.98719218462185
Full-day Seoul City Tour with Traditional Costume, N Seoul Tower, N Seoul Tower,37.55127,126.9882805
Full-day Seoul City Tour with Traditional Costume, Gwangjang Market, Gwangjang Market,37.57018895,126.99949953193749
Gapyeong Garden and Fairy Tale Tour,The Garden of Morning Calm,The Garden of Morning Calm,37.741367600000004,127.35204510362773
Gapyeong Garden and Fairy Tale Tour, Petite France, Petite France,48.8344118,-64.4802594
Royal Palace and Traditional Villages Wearing Hanbok Tour,Gyeongbokgung Palace,Gyeongbokgung Palace,37.57975395,126.97668069886859
Royal Palace and Traditional Villages Wearing Hanbok Tour, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
Royal Palace and Traditional Villages Wearing Hanbok Tour, Korean Folk Village, Korean Folk Village,37.2594792,127.12104227415816
Gangneung Nature Expedition Trekking and Bike Full-Day Tour,Gangneung,Gangneung,37.7525313,128.8759523
Gangneung Nature Expedition Trekking and Bike Full-Day Tour, Gangneung Jungang Market, Gangneung Jungang Market,37.7541485,128.8986776
Gangneung Nature Expedition Trekking and Bike Full-Day Tour, Seoul, Seoul,37.5666791,126.9782914
Full-Day Gangneung K-culture Trekking Tour,Gangneung,Gangneung,37.7525313,128.8759523
Full-Day Gangneung K-culture Trekking Tour, Yeongjin Beach, Yeongjin Beach,,
Full-Day Gangneung K-culture Trekking Tour, Jumunjin Lighthouse, Jumunjin Lighthouse,37.8978029,128.8339163
Full-Day Gangneung K-culture Trekking Tour, Sodol Adeul Bawi Park, Sodol Adeul Bawi Park,,
Full-Day Gangneung K-culture Trekking Tour, Hyangho Beach, Hyangho Beach,,
Full-Day Gangneung K-culture Trekking Tour, Gangneung Jungang Market, Gangneung Jungang Market,37.7541485,128.8986776
Full-Day Gangneung K-culture Trekking Tour, Seoul, Seoul,37.5666791,126.9782914
Taste of Seoul Hannam-dong Hallyu Tour,Yongsan Crafts Museum,Yongsan Crafts Museum,,
Taste of Seoul Hannam-dong Hallyu Tour, Itaewon-ro 54-gil, Itaewon-ro 54-gil,37.535764,127.0011054
Taste of Seoul Hannam-dong Hallyu Tour, Itaewon-ro, Itaewon-ro,37.53415,126.98783
Taste of Seoul Hannam-dong Hallyu Tour, Itaewon-ro, Itaewon-ro,37.53415,126.98783
Taste of Seoul Hannam-dong Hallyu Tour, Itaewon-ro, Itaewon-ro,37.53415,126.98783
Taste of Seoul Hannam-dong Hallyu Tour, Itaewon-ro 54-gil, Itaewon-ro 54-gil,37.535764,127.0011054
"N Seoul Tower, Bukchon Hanok Village Morning Tour",Namsan Park,Namsan Park,36.76791565,126.98719218462185
"N Seoul Tower, Bukchon Hanok Village Morning Tour", Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
Insa-dong & Ikseon-dong Hanok Village Makgeolli Tour,Seoul Museum Of Korean Folk Music,Seoul Museum Of Korean Folk Music,,
Insa-dong & Ikseon-dong Hanok Village Makgeolli Tour, Seosulla-gil, Seosulla-gil,37.57148,126.9937631
Insa-dong & Ikseon-dong Hanok Village Makgeolli Tour, Seosulla-gil, Seosulla-gil,37.57148,126.9937631
Insa-dong & Ikseon-dong Hanok Village Makgeolli Tour, 1st floor, 1st floor,51.4976626,-0.1651986
Insa-dong & Ikseon-dong Hanok Village Makgeolli Tour, 31-4 Donhwamun-ro 11na-gil, 31-4 Donhwamun-ro 11na-gil,37.5729047,126.9911345
Insa-dong & Ikseon-dong Hanok Village Makgeolli Tour, Donhwamun-ro 11-gil, Donhwamun-ro 11-gil,37.5725514,126.9884272
Full Day Ski Tour From Seoul to Yongpyong Ski Resort,Yongpyeong-myeon,Yongpyeong-myeon,37.613452,128.4432262
Jeju island Private Taxi Tour - South of Jeju island,O’sulloc Tea Museum,O’sulloc Tea Museum,,
Jeju island Private Taxi Tour - South of Jeju island, Yongmeori Beach, Yongmeori Beach,,
Jeju island Private Taxi Tour - South of Jeju island, Cheonjeyeon Falls, Cheonjeyeon Falls,33.251500899999996,126.41509521026373
Jeju island Private Taxi Tour - UNESCO SITE,Seongsan Ilchulbong,Seongsan Ilchulbong,33.4584505,126.9420221
Jeju island Private Taxi Tour - UNESCO SITE, Manjanggul Cave, Manjanggul Cave,33.5492089,126.7770029
Jeju island Private Taxi Tour - UNESCO SITE, Woljeongri Beach, Woljeongri Beach,,
'My Love From The Star' TV Tour Including Petite France,Seoul,Seoul,37.5666791,126.9782914
'My Love From The Star' TV Tour Including Petite France, Petite France, Petite France,48.8344118,-64.4802594
'My Love From The Star' TV Tour Including Petite France, Gapyeong-gun, Gapyeong-gun,37.8314,127.5098
'My Love From The Star' TV Tour Including Petite France, N Seoul Tower, N Seoul Tower,37.55127,126.9882805
'My Love From The Star' TV Tour Including Petite France, Namsangol Hanok Village, Namsangol Hanok Village,37.5592839,126.9944767
'My Love From The Star' TV Tour Including Petite France, Seoul, Seoul,37.5666791,126.9782914
Full Day Seoul City Tour with K-POP Yeongdong-Daero Concert ,Cheonggyecheon Stream,Cheonggyecheon Stream,37.5708695,127.0336667
Full Day Seoul City Tour with K-POP Yeongdong-Daero Concert , Sewoon Arcade (Makercity Sewoon), Sewoon Arcade (Makercity Sewoon),,
Full Day Seoul City Tour with K-POP Yeongdong-Daero Concert , Kwangjang Market, Kwangjang Market,,
Full Day Seoul City Tour with K-POP Yeongdong-Daero Concert , Bongeunsa Temple, Bongeunsa Temple,37.5151321,127.05679437279517
Full Day Seoul City Tour with K-POP Yeongdong-Daero Concert , Yeongdong-daero, Yeongdong-daero,37.5171217,127.0588152
Gyeongju Maple Tour from Busan ,Busan,Busan,35.1799528,129.0752365
Gyeongju Maple Tour from Busan , Bomun Lake, Bomun Lake,35.84476345,129.27738318016281
Gyeongju Maple Tour from Busan , Tongiljeon, Tongiljeon,35.798574900000006,129.2427251296878
Gyeongju Maple Tour from Busan , Cheomseongdae, Cheomseongdae,35.834718,129.21908883983053
Gyeongju Maple Tour from Busan , Bulguksa Temple, Bulguksa Temple,35.788994849999995,129.33089016509152
Gyeongju Maple Tour from Busan , Busan, Busan,35.1799528,129.0752365
"Central Mosque, Nami Island and Rail Bike with Sheep Ranch Tour",Seoul,Seoul,37.5666791,126.9782914
"Central Mosque, Nami Island and Rail Bike with Sheep Ranch Tour", Gangchon Rail Park, Gangchon Rail Park,37.816811,127.7132154
"Central Mosque, Nami Island and Rail Bike with Sheep Ranch Tour", Nami Island, Nami Island,7.2838602,171.6425421
"Central Mosque, Nami Island and Rail Bike with Sheep Ranch Tour", 가평양떼목장카페, 가평양떼목장카페,,
"Central Mosque, Nami Island and Rail Bike with Sheep Ranch Tour", Seoul Central Mosque, Seoul Central Mosque,37.533434299999996,126.99751879091417
"Central Mosque, Nami Island and Rail Bike with Sheep Ranch Tour", Seoul, Seoul,37.5666791,126.9782914
Full Day Tour in Nami Island Sansa Garden and Gangchon Rail Park,Seoul,Seoul,37.5666791,126.9782914
Full Day Tour in Nami Island Sansa Garden and Gangchon Rail Park, Gangchon Rail Park, Gangchon Rail Park,37.816811,127.7132154
Full Day Tour in Nami Island Sansa Garden and Gangchon Rail Park, Nami Island, Nami Island,7.2838602,171.6425421
Full Day Tour in Nami Island Sansa Garden and Gangchon Rail Park, Traditional Liquor Museum Sansawon, Traditional Liquor Museum Sansawon,,
Full Day Tour in Nami Island Sansa Garden and Gangchon Rail Park, Seoul, Seoul,37.5666791,126.9782914
Fantasia Daegu Festa Tour ,Gasan Supia,Gasan Supia,,
Fantasia Daegu Festa Tour , Dongseong-ro Spark, Dongseong-ro Spark,35.868704199999996,128.59874669066713
Fantasia Daegu Festa Tour , Daegu, Daegu,35.8713,128.6018
Fantasia Daegu Festa Tour , Gasan Supia, Gasan Supia,,
Fantasia Daegu Festa Tour , Dongseong-ro Spark, Dongseong-ro Spark,35.868704199999996,128.59874669066713
Fantasia Daegu Festa Tour , Daegu, Daegu,35.8713,128.6018
Yeoncheon Tour with Welcome Daehakro Opening Ceremony,132,132,23.640158666666665,58.19132126666666
Yeoncheon Tour with Welcome Daehakro Opening Ceremony, JaeIn Waterfall, JaeIn Waterfall,38.068896,127.133054
Yeoncheon Tour with Welcome Daehakro Opening Ceremony, Daehak-ro, Daehak-ro,35.5453872,129.2609508
Yeoncheon Tour with Welcome Daehakro Opening Ceremony, 132, 132,23.640158666666665,58.19132126666666
Yeoncheon Tour with Welcome Daehakro Opening Ceremony, JaeIn Waterfall, JaeIn Waterfall,38.068896,127.133054
Yeoncheon Tour with Welcome Daehakro Opening Ceremony, Daehak-ro, Daehak-ro,35.5453872,129.2609508
Wearing Hanbok Walking Tour in Bukchon with Liquor Tasting,Changdeokgung Palace,Changdeokgung Palace,37.58238725,126.99170133955116
Wearing Hanbok Walking Tour in Bukchon with Liquor Tasting, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
Wearing Hanbok Walking Tour in Bukchon with Liquor Tasting, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
Kids Friendly Seoul Tour with Welcome Daehakro - Pyeongtaek,Changdeokgung Palace,Changdeokgung Palace,37.58238725,126.99170133955116
Kids Friendly Seoul Tour with Welcome Daehakro - Pyeongtaek, 215, 215,37.520691,127.1038301
Kids Friendly Seoul Tour with Welcome Daehakro - Pyeongtaek, Daehak-ro, Daehak-ro,35.5453872,129.2609508
